3,3,157411.8249
3,4,-1017695.50839
3,5,8036258.802099
4,3,9368777.960289
4,4,-860283.68349
4,5,7.95430593744039e+7
5,3,9.11046401763729e+7
5,4,472235.4747
5,5,7.240976296682676e+8
